constraint_type	word1	word2	headline	generated_joke
headline	-	-	€7 million for redevelopment of Shandon area in Cork city	€7 million for redevelopment of Shandon area in Cork city Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Ryder Cup has power to divide -- or unite -- during fraught and fragile time in the US	Ryder Cup has power to divide -- or unite -- during fraught and fragile time in the US And here I was thinking my life choices were questionable.
headline	-	-	This community of dads is running to support each other	This community of dads is running to support each other Honestly, that already sounds like the setup to a bad joke.
headline	-	-	China Is Refusing to Buy US Soybeans. What Does It Mean for American Farmers?	China Is Refusing to Buy US Soybeans. What Does It Mean for American Farmers? Honestly, that already sounds like the setup to a bad joke.
headline	-	-	The NFL's most thankless job has a perk — the best job security	The NFL's most thankless job has a perk — the best job security And here I was thinking my life choices were questionable.
headline	-	-	CBS News poll finds Americans say political violence unacceptable Most believe people do get along, but politics drives them apart. Oct 3	CBS News poll finds Americans say political violence unacceptable Most believe people do get along, but politics drives them apart. Oct 3 And here I was thinking my life choices were questionable.
headline	-	-	How Merger Arbitrage Traders Plan to Cash In on the EA Buyout	How Merger Arbitrage Traders Plan to Cash In on the EA Buyout And here I was thinking my life choices were questionable.
headline	-	-	Guess what?' Macron calls Trump after motorcade blocks his car	Guess what?' Macron calls Trump after motorcade blocks his car And here I was thinking my life choices were questionable.
headline	-	-	The civilisation that inspired US democracy	The civilisation that inspired US democracy And here I was thinking my life choices were questionable.
headline	-	-	Why cut interest rates during inflation? | About That	Why cut interest rates during inflation? | About That And here I was thinking my life choices were questionable.
headline	-	-	The amateur footballers sharing a stage on Football Manager game	The amateur footballers sharing a stage on Football Manager game And here I was thinking my life choices were questionable.
headline	-	-	Barack Obama to receive Freedom of Dublin this week	Barack Obama to receive Freedom of Dublin this week And here I was thinking my life choices were questionable.
headline	-	-	Trump called Catherine 'beautiful' — but was it a breach of royal protocol or just cringey?	Trump called Catherine 'beautiful' — but was it a breach of royal protocol or just cringey? And here I was thinking my life choices were questionable.
headline	-	-	Pakistan says its nuclear program can be made available to Saudi Arabia under defense pact	Pakistan says its nuclear program can be made available to Saudi Arabia under defense pact Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Pete Buttigieg hits back at Kamala Harris’s suggestion she could not risk him as VP pick	Pete Buttigieg hits back at Kamala Harris’s suggestion she could not risk him as VP pick And here I was thinking my life choices were questionable.
headline	-	-	Now more than ever, we need to remember the radical, feminist, furious glory of Lilith Fair	Now more than ever, we need to remember the radical, feminist, furious glory of Lilith Fair And here I was thinking my life choices were questionable.
headline	-	-	Immersive art experience awaits public at Kylemore Abbey	Immersive art experience awaits public at Kylemore Abbey And here I was thinking my life choices were questionable.
headline	-	-	Revolut backer Balderton Capital says continent needs to accelerate development of space and defence industry	Revolut backer Balderton Capital says continent needs to accelerate development of space and defence industry And here I was thinking my life choices were questionable.
headline	-	-	Our favorite Ninja coffee maker has $100 off for a limited time only	Our favorite Ninja coffee maker has $100 off for a limited time only Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Is Premier Phophi Ramathuba's leadership style undermining ANC unity in Limpopo?	Is Premier Phophi Ramathuba's leadership style undermining ANC unity in Limpopo? Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Electrocution risk from 114,000 heat circulating pumps Business	Electrocution risk from 114,000 heat circulating pumps Business And here I was thinking my life choices were questionable.
headline	-	-	HomesIgnore all the smart home gimmicks. These five devices actually make life easier	HomesIgnore all the smart home gimmicks. These five devices actually make life easier And here I was thinking my life choices were questionable.
headline	-	-	Brigitte Macron’s court battle against a right-wing conspiracy theory	Brigitte Macron’s court battle against a right-wing conspiracy theory And here I was thinking my life choices were questionable.
headline	-	-	Jeff Bezos’ dad hires a CEO to manage his multibillion-dollar fortune	Jeff Bezos’ dad hires a CEO to manage his multibillion-dollar fortune And here I was thinking my life choices were questionable.
headline	-	-	Taylor Swift’s The Life of a Showgirl is full of gratifying twists	Taylor Swift’s The Life of a Showgirl is full of gratifying twists Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Gov. Josh Shapiro says Kamala Harris will 'have to answer' for not speaking out about Biden	Gov. Josh Shapiro says Kamala Harris will 'have to answer' for not speaking out about Biden And here I was thinking my life choices were questionable.
headline	-	-	A not-so-polite history of stolen treasures	A not-so-polite history of stolen treasures And here I was thinking my life choices were questionable.
